NAME,BRAND,QUANTITY,PRICE,PPU,OLDPRICE,OLDPPU,EAN
BIMBO Bagels Sementes 4 un,,,"2,39 €","0,60 €/ud",,,
FORNADA DO DIA Broa de Milho 390 g,,,"1,10 €","2,82 €/Kg",,,
BOLLYCAO Croissant 378 g,,,"3,99 €","10,56 €/Kg",,,
O MOINHO DO DIA Briochoco Pepitas 6 un,,,"1,85 €","7,71 €/Kg",,,
AVÓ ELVIRA Wafers Manteiga de Amendoim 200 g,,,"1,99 €","9,95 €/Kg",,,
"DIA ENTÃO, TUDO EM FORMA? Pão de Forma Integral 500 g",,,"1,18 €","2,36 €/Kg",,,
"DIA ENTÃO, TUDO EM FORMA? Pão de Forma 12 Cereais e Sementes 600 g",,,"1,49 €","2,48 €/Kg",,,
BIMBO Mini Muffin Little Bites Cookies 168 g,,,"2,99 €","17,80 €/Kg",,,
DIA DOCE NO LAR Bolo Redondo de Ananás e Coco 500 g,,,"4,12 €","8,24 €/Kg",,,
DIA DOCE NO LAR Bolo Redondo de Noz 500 g,,,"4,12 €","8,24 €/Kg",,,
DIA DOCE NO LAR Bolo Redondo Mármore 500 g,,,"4,12 €","8,24 €/Kg",,,
CEREALIA Pão Milho e Centeio 50/50 385 g,,,"2,29 €","5,95 €/Kg",,,
DIA O MOINHO DO DIA Pão de Leite 350 g,,,"2,06 €","5,89 €/Kg",,,
FORNADA DO DIA Gémeos 250 g,,,"0,69 €","2,76 €/Kg",,,
NATURMUNDO Pão com Sementes e Girassol 90 g,,,"1,05 €","11,67 €/Kg",,,
FORNADA DO DIA Pão Campestre Fatiado 350 g,,,"2,06 €","5,89 €/Kg",,,
FORNADA DO DIA Pão Rústico Fatiado 350 g,,,"2,29 €","6,54 €/Kg",,,
FORNADA DO DIA Bolo Rainha 200 g,,,"3,99 €","19,95 €/Kg",,,
O MOINHO DO DIA Croissants Recheados com Cacau 315 g,,,"2,31 €","7,33 €/Kg",,,
O MOINHO DO DIA Croissants Simples 390 g,,,"2,36 €","6,05 €/Kg",,,
